Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_,Class_XII_Percentage,Father_occupation,Mother_occupation
0,female,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,1,0,OTHERS,HOUSE_WIFE
0,male,OBC,NO,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,1,0,OTHERS,OTHERS
0,male,OBC,NO,FOUR,SEBA,AHSEC,OTHERS,1,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,1,1,BUSINESS,SCHOOL_TEACHER
0,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,SC,WA,THREE,SEBA,AHSEC,ENGLISH,1,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,SC,NO,TWO,SEBA,AHSEC,OTHERS,1,1,ENGINEER,HOUSE_WIFE
0,female,SC,OA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,SC,WA,ONE,SEBA,AHSEC,ASSAMESE,0,0,OTHERS,HOUSE_WIFE
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,WA,THREE,SEBA,AHSEC,ASSAMESE,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,SC,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,OTHERS
0,female,SC,NO,ONE,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
0,female,SC,NO,TWO,SEBA,AHSEC,ASSAMESE,0,0,BUSINESS,HOUSE_WIFE
0,male,SC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,CULTIVATOR,HOUSE_WIFE
0,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,0,SCHOOL_TEACHER,OTHERS
0,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,SC,NO,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,SC,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,SC,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,NO,TWO,SEBA,CBSE,ENGLISH,1,1,DOCTOR,SCHOOL_TEACHER
0,female,SC,WA,THREE,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,OTHERS
0,female,SC,WA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,ENGINEER,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,1,1,DOCTOR,COLLEGE_TEACHER
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,0,0,ENGINEER,SCHOOL_TEACHER
0,male,ST,WA,ONE,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,1,0,ENGINEER,BUSINESS
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,1,1,DOCTOR,COLLEGE_TEACHER
0,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,OTHERS
0,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,NO,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,0,1,OTHERS,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,0,ENGINEER,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,ST,NO,TWO,CBSE,CBSE,ENGLISH,1,0,CULTIVATOR,HOUSE_WIFE
0,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
0,female,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,ST,OA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,0,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
0,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,1,0,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,0,1,OTHERS,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,OTHERS
0,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,CULTIVATOR,OTHERS
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,0,0,BUSINESS,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,0,0,CULTIVATOR,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,OTHERS
0,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
0,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,female,ST,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,DOCTOR
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,ST,WA,TWO,CBSE,AHSEC,ENGLISH,0,0,OTHERS,SCHOOL_TEACHER
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,0,ENGINEER,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,0,0,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,ST,WA,THREE,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,DOCTOR
0,female,ST,WA,FOUR,SEBA,AHSEC,ASSAMESE,1,0,CULTIVATOR,HOUSE_WIFE
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,0,0,BUSINESS,OTHERS
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,0,0,OTHERS,SCHOOL_TEACHER
0,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,ST,OA,THREE,OTHERS,OTHERS,ENGLISH,0,0,CULTIVATOR,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
0,female,ST,NO,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,CULTIVATOR,OTHERS
0,female,ST,WA,TWO,CBSE,AHSEC,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
0,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,female,ST,NO,ONE,SEBA,AHSEC,ENGLISH,1,0,BUSINESS,SCHOOL_TEACHER
0,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,0,1,DOCTOR,SCHOOL_TEACHER
0,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,0,1,OTHERS,HOUSE_WIFE
0,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,1,0,CULTIVATOR,HOUSE_WIFE
0,male,ST,WA,TWO,SEBA,CBSE,ENGLISH,0,1,OTHERS,SCHOOL_TEACHER
0,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,ST,NO,ONE,SEBA,CBSE,ENGLISH,1,0,BUSINESS,OTHERS
